timeindex,Mid-pv-profile,South-pv-profile,North-pv-profile
2016-01-20T13:00:00Z,0.047726388112045,0.642604154610729,0.009851498511439
2016-01-20T14:00:00Z,0.019305579093581,0.602661598528233,0.00123143731393
2016-01-20T15:00:00Z,0.001786097508243,0.5024808365804,0.001724012239502
2016-01-20T16:00:00Z,0,0.279141662404343,0
2016-01-20T17:00:00Z,0,0.066269410524037,0
2016-01-20T18:00:00Z,0,0.003623469698755,0
2016-01-20T19:00:00Z,0,0,0
2016-01-20T20:00:00Z,0,0,0
2016-01-20T21:00:00Z,0,0,0
2016-01-20T22:00:00Z,0,0,0
2016-01-20T23:00:00Z,0,0,0
2016-01-21T00:00:00Z,0,0,0
2016-01-21T01:00:00Z,0,0,0
2016-01-21T02:00:00Z,0,0,0
2016-01-21T03:00:00Z,0,0,0
2016-01-21T04:00:00Z,0,0,0
2016-01-21T05:00:00Z,0,0,0
2016-01-21T06:00:00Z,0,0,0
2016-01-21T07:00:00Z,0.01088809519628,0.01078601970008,0
2016-01-21T08:00:00Z,0.036924302455271,0.12841165214083,0.004186886867361
2016-01-21T09:00:00Z,0.065430357614961,0.384958053716252,0.02930820807153
2016-01-21T10:00:00Z,0.08315442993924,0.55188291654167,0.046302043003761
2016-01-21T11:00:00Z,0.090681028044212,0.620823778888734,0.059601565994203
2016-01-21T12:00:00Z,0.117184689516431,0.639270773461365,0.058370128680274
2016-01-21T13:00:00Z,0.09383564420174,0.635254365636616,0.027091620906456
2016-01-21T14:00:00Z,0.04945243162229,0.589080180079477,0.006896048958007
2016-01-21T15:00:00Z,0.009343740476587,0.480869239650777,0
2016-01-21T16:00:00Z,0,0.25803903902047,0
2016-01-21T17:00:00Z,0,0.06037533863414,0
