name;type;carrier;tech;capacity;capacity_cost;bus;marginal_cost;profile;output_parameters;investment_cost;fix_cost;wacc;depreciation
photovoltaics;volatile;solar;pv;50000;;Mid;0;pv-profile;{};600000;12000;0.07;25
