timeindex;s_be;s_bb;w_be;w_bb;h_bb;demand-profile-be;demand-profile-bb
2016-06-14 14:00:00;0.2261;0.2753;0.0296;0.0201;0.45;1781.750668;2054.0547309999997
2016-06-14 15:00:00;0.1842;0.2191;0.0254;0.0167;0.45;1769.0938350000001;2039.463559
2016-06-14 16:00:00;0.1137;0.1399;0.0164;0.011000000000000001;0.45;1795.763591;2070.209241
2016-06-14 17:00:00;0.0621;0.0739;0.0076;0.0062;0.45;1780.5452559999999;2052.665095
2016-06-14 18:00:00;0.0188;0.0206;0.0031;0.0042;0.45;1768.641805;2038.942446
2016-06-14 19:00:00;0.0;0.0;0.002;0.0051;0.45;1678.6878809999998;1935.2409089999999
2016-06-14 20:00:00;0.0;0.0;0.0064;0.0109;0.45;1597.322523;1841.4405239999999
2016-06-14 21:00:00;0.0;0.0;0.0181;0.022000000000000002;0.45;1525.600467;1758.757222
2016-06-14 22:00:00;0.0;0.0;0.0299;0.0304;0.45;1389.087477;1601.38102
2016-06-14 23:00:00;0.0;0.0;0.032;0.0324;0.45;1298.38017;1496.810961
2016-06-15 00:00:00;0.0;0.0;0.0326;0.0332;0.45;1245.191334;1435.4933019999999
2016-06-15 01:00:00;0.0;0.0;0.0289;0.0305;0.45;1217.466841;1403.5316890000001
2016-06-15 02:00:00;0.0;0.0;0.0194;0.024;0.45;1226.206084;1413.6065449999999
2016-06-15 03:00:00;0.0142;0.0155;0.0103;0.0159;0.45;1251.0677210000001;1442.267774
2016-06-15 04:00:00;0.0688;0.0737;0.0001;0.0026;0.45;1336.199994;1540.41077
2016-06-15 05:00:00;0.1384;0.1454;0.0;0.0002;0.45;1558.297286;1796.45108
2016-06-15 06:00:00;0.2116;0.2089;0.0;0.0006;0.45;1741.0679890000001;2007.154538
2016-06-15 07:00:00;0.2318;0.2292;0.0023;0.0039;0.45;1839.1584489999998;2120.236113
2016-06-15 08:00:00;0.1302;0.1847;0.01;0.0105;0.45;1868.540384;2154.108475
2016-06-15 09:00:00;0.1232;0.1557;0.013000000000000001;0.0154;0.45;1924.1400449999999;2218.205405
2016-06-15 10:00:00;0.1434;0.1708;0.006;0.0128;0.45;1941.9198829999998;2238.702526
2016-06-15 11:00:00;0.1641;0.1976;0.0006;0.0077;0.45;1891.2925489999998;2180.3378420000004
2016-06-15 12:00:00;0.1844;0.2186;0.0003;0.0048;0.45;1871.7045920000003;2157.756267
2016-06-15 13:00:00;0.1871;0.2239;0.002;0.0057;0.45;1845.6375420000002;2127.705403
2016-06-15 14:00:00;0.18100000000000002;0.20600000000000002;0.008;0.0104;0.45;1790.640587;2064.303291
2016-06-15 15:00:00;0.1343;0.1634;0.0101;0.0142;0.45;1748.149789;2015.3186460000002
2016-06-15 16:00:00;0.0898;0.1115;0.0071;0.0141;0.45;1769.2445109999999;2039.637264
2016-06-15 17:00:00;0.0504;0.0575;0.0029;0.0115;0.45;1768.0390989999999;2038.247629
2016-06-15 18:00:00;0.0145;0.0153;0.0017;0.0146;0.45;1806.310952;2082.36855
2016-06-15 19:00:00;0.0;0.0;0.0087;0.0279;0.45;1693.3035100000002;1952.090238
2016-06-15 20:00:00;0.0;0.0;0.0299;0.0499;0.45;1611.787476;1858.116148
2016-06-15 21:00:00;0.0;0.0;0.0663;0.0788;0.45;1513.697016;1745.0345730000001
2016-06-15 22:00:00;0.0;0.0;0.0949;0.1051;0.45;1378.389439;1589.048006
2016-06-15 23:00:00;0.0;0.0;0.1117;0.1198;0.45;1323.844513;1526.167007
2016-06-16 00:00:00;0.0;0.0;0.127;0.1263;0.45;1268.847558;1462.764895
2016-06-16 01:00:00;0.0;0.0;0.1386;0.1321;0.45;1227.26082;1414.822476
2016-06-16 02:00:00;0.0;0.0;0.15;0.1386;0.45;1245.944717;1436.361824
2016-06-16 03:00:00;0.0193;0.0209;0.1156;0.1086;0.45;1270.052971;1464.1545310000001
2016-06-16 04:00:00;0.0769;0.0822;0.0449;0.0421;0.45;1332.583756;1536.241864
2016-06-16 05:00:00;0.1597;0.1752;0.0421;0.036000000000000004;0.45;1566.735175;1806.1785280000001
2016-06-16 06:00:00;0.2544;0.2866;0.0706;0.0588;0.45;1719.069207;1981.793693
2016-06-16 07:00:00;0.3434;0.3902;0.0763;0.0623;0.45;1780.9972850000001;2053.1862079999996
2016-06-16 08:00:00;0.4129;0.4725;0.0647;0.055999999999999994;0.45;1787.9284079999998;2061.176612
2016-06-16 09:00:00;0.4597;0.5101;0.0554;0.0501;0.45;1836.8983;2117.6305469999998
2016-06-16 10:00:00;0.47600000000000003;0.4937;0.0479;0.0433;0.45;1897.470289;2187.459723
2016-06-16 11:00:00;0.4315;0.4493;0.0434;0.0359;0.45;1879.389098;2166.615193
2016-06-16 12:00:00;0.3148;0.3635;0.0363;0.0267;0.45;1842.9253640000002;2124.578724
2016-06-16 13:00:00;0.198;0.2685;0.0253;0.0169;0.45;1788.2297620000002;2061.52402
2016-06-16 14:00:00;0.1628;0.2147;0.0207;0.0101;0.45;1772.710073;2043.632466
2016-06-16 15:00:00;0.1254;0.1584;0.0187;0.0074;0.45;1767.737745;2037.90022
2016-06-16 16:00:00;0.0919;0.0933;0.011000000000000001;0.0047;0.45;1760.5052690000002;2029.5624079999998
2016-06-16 17:00:00;0.0472;0.0477;0.003;0.0039;0.45;1753.5741460000002;2021.572005
2016-06-16 18:00:00;0.0137;0.016;0.0009;0.0065;0.45;1746.492346;2013.4078969999998
2016-06-16 19:00:00;0.0;0.0;0.0021;0.0121;0.45;1665.8803710000002;1920.476034
2016-06-16 20:00:00;0.0;0.0;0.0;0.0258;0.45;1587.829898;1830.4971460000002
2016-06-16 21:00:00;0.0;0.0;0.0046;0.0317;0.45;1523.943024;1756.846473
2016-06-16 22:00:00;0.0;0.0;0.0166;0.0426;0.45;1410.935582;1626.56816
2016-06-16 23:00:00;0.0;0.0;0.0293;0.0652;0.45;1306.516706;1506.190999
2016-06-17 00:00:00;0.0;0.0;0.1096;0.1113;0.45;1269.450265;1463.4597130000002
2016-06-17 01:00:00;0.0;0.0;0.1819;0.1261;0.45;1227.712849;1415.343589
2016-06-17 02:00:00;0.0;0.0;0.19;0.1276;0.45;1246.396747;1436.8829369999999
2016-06-17 03:00:00;0.0008;0.0008;0.1617;0.1289;0.45;1271.5597369999998;1465.891575
2016-06-17 04:00:00;0.01;0.0094;0.1907;0.1369;0.45;1341.172321;1546.143015
2016-06-17 05:00:00;0.0239;0.0308;0.3131;0.1621;0.45;1550.160751;1787.0710420000003
2016-06-17 06:00:00;0.0432;0.0617;0.429;0.2374;0.45;1708.6725219999998;1969.808088
2016-06-17 07:00:00;0.0833;0.111;0.5673;0.3527;0.45;1787.0243489999998;2060.1343850000003
2016-06-17 08:00:00;0.1336;0.159;0.6714;0.4282;0.45;1808.8724539999998;2085.321526
2016-06-17 09:00:00;0.1618;0.1902;0.6544;0.4545;0.45;1869.1430899999998;2154.803292
2016-06-17 10:00:00;0.1379;0.1768;0.4733;0.4314;0.45;1911.483212;2203.614234
2016-06-17 11:00:00;0.10800000000000001;0.1507;0.3194;0.3976;0.45;1876.22489;2162.9674
2016-06-17 12:00:00;0.1047;0.1404;0.3083;0.3676;0.45;1823.337407;2101.99715
2016-06-17 13:00:00;0.0994;0.13;0.3017;0.3221;0.45;1757.0397079999998;2025.567206
2016-06-17 14:00:00;0.0912;0.1206;0.2634;0.2816;0.45;1810.37922;2087.05857
2016-06-17 15:00:00;0.079;0.1073;0.2191;0.2536;0.45;1729.4658920000002;1993.7792980000002
2016-06-17 16:00:00;0.0631;0.0843;0.214;0.2293;0.45;1751.313997;2018.966438
2016-06-17 17:00:00;0.0397;0.0487;0.2396;0.2037;0.45;1723.8908579999998;1987.352234
2016-06-17 18:00:00;0.0128;0.0142;0.2727;0.20600000000000002;0.45;1705.056284;1965.6391820000001
2016-06-17 19:00:00;0.0;0.0;0.2771;0.2248;0.45;1593.856961;1837.4453230000001
2016-06-17 20:00:00;0.0;0.0;0.2814;0.2398;0.45;1505.861833;1736.001943
2016-06-17 21:00:00;0.0;0.0;0.3267;0.2479;0.45;1421.9349730000001;1639.248583
2016-06-17 22:00:00;0.0;0.0;0.2941;0.2431;0.45;1324.748573;1527.209234
2016-06-17 23:00:00;0.0;0.0;0.2333;0.22699999999999998;0.45;1229.972998;1417.9491560000001
2016-06-18 00:00:00;0.0;0.0;0.2069;0.2127;0.45;1177.085515;1356.9789050000002
2016-06-18 01:00:00;0.0;0.0;0.19699999999999998;0.1989;0.45;1139.868398;1314.073914
2016-06-18 02:00:00;0.0;0.0;0.1939;0.1946;0.45;1109.73308;1279.3330310000001
2016-06-18 03:00:00;0.0188;0.02;0.1586;0.1597;0.45;1089.994447;1256.577752
2016-06-18 04:00:00;0.0741;0.0812;0.0783;0.0891;0.45;1086.227532;1252.235142
2016-06-18 05:00:00;0.1502;0.1672;0.0776;0.0955;0.45;1211.439778;1396.583512
2016-06-18 06:00:00;0.2335;0.2661;0.1071;0.1231;0.45;1330.022254;1533.288888
2016-06-18 07:00:00;0.299;0.3556;0.1184;0.135;0.45;1431.276922;1650.018257
2016-06-18 08:00:00;0.3489;0.4205;0.1297;0.1385;0.45;1515.0531050000002;1746.5979129999998
2016-06-18 09:00:00;0.3912;0.4561;0.122;0.1268;0.45;1548.352631;1784.986589
2016-06-18 10:00:00;0.3884;0.4496;0.11;0.1103;0.45;1647.648504;1899.4577989999998
2016-06-18 11:00:00;0.3322;0.4169;0.1057;0.1004;0.45;1628.060547;1876.876225
2016-06-18 12:00:00;0.3315;0.3898;0.1113;0.0971;0.45;1489.5887619999999;1717.241866
2016-06-18 13:00:00;0.2995;0.3498;0.1159;0.0951;0.45;1436.851955;1656.44532
2016-06-18 14:00:00;0.257;0.2943;0.1044;0.0866;0.45;1439.865487;1659.919408
2016-06-18 15:00:00;0.1492;0.1982;0.0814;0.0724;0.45;1475.274486;1700.7399460000001
2016-06-18 16:00:00;0.0994;0.1299;0.0579;0.0536;0.45;1424.797828;1642.548967
2016-06-18 17:00:00;0.0632;0.0786;0.0357;0.0306;0.45;1446.947287;1668.083516
2016-06-18 18:00:00;0.0205;0.0247;0.0239;0.0229;0.45;1443.3310490000001;1663.91461
2016-06-18 19:00:00;0.0;0.0;0.0221;0.0274;0.45;1359.404189;1567.16125
2016-06-18 20:00:00;0.0;0.0;0.022000000000000002;0.035;0.45;1275.778681;1470.755298
2016-06-18 21:00:00;0.0;0.0;0.0287;0.0504;0.45;1248.204866;1438.96739
2016-06-18 22:00:00;0.0;0.0;0.0416;0.0708;0.45;1161.41515;1338.9136460000002
2016-06-18 23:00:00;0.0;0.0;0.0549;0.0848;0.45;1087.734298;1253.972186
2016-06-19 00:00:00;0.0;0.0;0.0623;0.0863;0.45;1042.681998;1202.034565
2016-06-19 01:00:00;0.0;0.0;0.0626;0.0805;0.45;1021.737952;1177.889651
2016-06-19 02:00:00;0.0;0.0;0.0611;0.0739;0.45;996.7256381000001;1149.0547179999999
2016-06-19 03:00:00;0.0157;0.0175;0.051;0.0581;0.45;981.9593323999999;1132.031685
2016-06-19 04:00:00;0.0639;0.0729;0.0113;0.0155;0.45;980.9045962000001;1130.815754
2016-06-19 05:00:00;0.1326;0.1517;0.0017;0.0054;0.45;1044.79147;1204.466427
2016-06-19 06:00:00;0.2147;0.2362;0.0006;0.005;0.45;1132.334568;1305.3886929999999
2016-06-19 07:00:00;0.2514;0.2843;0.0026;0.0084;0.45;1250.012985;1441.051843
2016-06-19 08:00:00;0.2745;0.3194;0.0081;0.0139;0.45;1321.283011;1523.214032
2016-06-19 09:00:00;0.2663;0.3209;0.013999999999999999;0.0193;0.45;1391.9503320000001;1604.681404
2016-06-19 10:00:00;0.2353;0.3331;0.0206;0.0245;0.45;1474.973133;1700.3925379999998
2016-06-19 11:00:00;0.2912;0.3761;0.026000000000000002;0.0293;0.45;1376.731996;1587.137258
2016-06-19 12:00:00;0.2789;0.3771;0.0284;0.0305;0.45;1235.397356;1424.202515
2016-06-19 13:00:00;0.3191;0.3625;0.0233;0.0282;0.45;1220.781726;1407.353186
2016-06-19 14:00:00;0.2791;0.2976;0.0204;0.028999999999999998;0.45;1256.793431;1448.868542
2016-06-19 15:00:00;0.2245;0.2366;0.0279;0.0364;0.45;1281.052362;1476.834953
2016-06-19 16:00:00;0.1266;0.1265;0.0414;0.0421;0.45;1309.2288839999999;1509.317679
2016-06-19 17:00:00;0.0555;0.0616;0.0529;0.0463;0.45;1348.555474;1554.654532
2016-06-19 18:00:00;0.0162;0.0196;0.0844;0.0725;0.45;1376.731996;1587.137258
2016-06-19 19:00:00;0.0;0.0;0.1451;0.1315;0.45;1314.803918;1515.744742
2016-06-19 20:00:00;0.0;0.0;0.18;0.1601;0.45;1272.76515;1467.2812099999999
2016-06-19 21:00:00;0.0;0.0;0.1654;0.1364;0.45;1274.271916;1469.0182539999998
2016-06-19 22:00:00;0.0;0.0;0.1033;0.0938;0.45;1207.522187;1392.067197
2016-06-19 23:00:00;0.0;0.0;0.0526;0.0654;0.45;1159.305678;1336.481784
2016-06-20 00:00:00;0.0;0.0;0.037000000000000005;0.0547;0.45;1119.527058;1290.623818
2016-06-20 01:00:00;0.0;0.0;0.0494;0.0529;0.45;1094.966774;1262.309998
2016-06-20 02:00:00;0.0;0.0;0.0601;0.049;0.45;1116.664203;1287.323434
2016-06-20 03:00:00;0.0199;0.0208;0.0274;0.0266;0.45;1156.744176;1333.528809
2016-06-20 04:00:00;0.0766;0.0808;0.0006;0.0038;0.45;1265.080644;1458.4222849999999
2016-06-20 05:00:00;0.1585;0.1692;0.0;0.0021;0.45;1491.848911;1719.847432
2016-06-20 06:00:00;0.2542;0.2755;0.0;0.0023;0.45;1687.427123;1945.315766
2016-06-20 07:00:00;0.3466;0.3815;0.0;0.0018;0.45;1770.1485710000002;2040.6794899999998
2016-06-20 08:00:00;0.4204;0.4712;0.0001;0.0031;0.45;1781.4493149999998;2053.7073219999997
2016-06-20 09:00:00;0.4695;0.5371;0.0036;0.0067;0.45;1831.323266;2111.203484
2016-06-20 10:00:00;0.4941;0.5738;0.0111;0.0123;0.45;1845.185512;2127.1842899999997
2016-06-20 11:00:00;0.494;0.5706;0.0201;0.0186;0.45;1805.406893;2081.3263239999997
2016-06-20 12:00:00;0.4692;0.5351;0.0297;0.0266;0.45;1803.297421;2078.894462
2016-06-20 13:00:00;0.4211;0.4689;0.0474;0.0381;0.45;1560.708112;1799.2303510000002
2016-06-20 14:00:00;0.3505;0.391;0.0723;0.0534;0.45;1786.270966;2059.265863
2016-06-20 15:00:00;0.2611;0.2897;0.0979;0.0688;0.45;1715.603646;1977.798491
2016-06-20 16:00:00;0.1661;0.1841;0.1227;0.08;0.45;1710.4806420000002;1971.892541
2016-06-20 17:00:00;0.0832;0.0911;0.1369;0.0822;0.45;1735.1916019999999;2000.380066
2016-06-20 18:00:00;0.0216;0.0236;0.1546;0.1068;0.45;1732.780777;1997.6007949999998
2016-06-20 19:00:00;0.0;0.0;0.2296;0.1748;0.45;1611.787476;1858.116148
2016-06-20 20:00:00;0.0;0.0;0.2676;0.2273;0.45;1528.463322;1762.0576059999999
2016-06-20 21:00:00;0.0;0.0;0.2631;0.23800000000000002;0.45;1452.6729970000001;1674.684284
2016-06-20 22:00:00;0.0;0.0;0.2286;0.2329;0.45;1357.8974230000001;1565.4242060000001
2016-06-20 23:00:00;0.0;0.0;0.19;0.2154;0.45;1274.874622;1469.713072
2016-06-21 00:00:00;0.0;0.0;0.1559;0.1767;0.45;1237.356151;1426.4606720000002
2016-06-21 01:00:00;0.0;0.0;0.1576;0.1628;0.45;1226.206084;1413.6065449999999
2016-06-21 02:00:00;0.0;0.0;0.2014;0.1722;0.45;1233.43856;1421.944357
2016-06-21 03:00:00;0.0089;0.0108;0.2081;0.1689;0.45;1239.465623;1428.892534
2016-06-21 04:00:00;0.04;0.0518;0.2221;0.1613;0.45;1315.858654;1516.960673
2016-06-21 05:00:00;0.0984;0.1151;0.2723;0.2163;0.45;1551.51684;1788.6343809999998
2016-06-21 06:00:00;0.1591;0.1887;0.2463;0.2405;0.45;1699.4812510000002;1959.212119
2016-06-21 07:00:00;0.2261;0.2686;0.2284;0.2193;0.45;1796.215621;2070.730355
2016-06-21 08:00:00;0.3617;0.3913;0.247;0.2108;0.45;1793.352766;2067.429971
2016-06-21 09:00:00;0.4156;0.486;0.2577;0.2115;0.45;1851.3632530000002;2134.306171
2016-06-21 10:00:00;0.4635;0.5155;0.2344;0.1971;0.45;1970.096405;2271.1852519999998
2016-06-21 11:00:00;0.47700000000000004;0.5416;0.2106;0.17600000000000002;0.45;1966.178814;2266.668937
2016-06-21 12:00:00;0.4554;0.5324;0.1829;0.1502;0.45;1819.419816;2097.4808350000003
2016-06-21 13:00:00;0.40700000000000003;0.4752;0.1559;0.1238;0.45;1802.544038;2078.02594
2016-06-21 14:00:00;0.3192;0.3762;0.1184;0.0939;0.45;1787.777732;2061.002907
2016-06-21 15:00:00;0.1833;0.2516;0.07400000000000001;0.0604;0.45;1737.9037809999998;2003.506745
2016-06-21 16:00:00;0.1303;0.1605;0.0397;0.0332;0.45;1761.861359;2031.1257469999998
2016-06-21 17:00:00;0.0623;0.0822;0.0186;0.0125;0.45;1758.094444;2026.7831370000001
2016-06-21 18:00:00;0.0226;0.0273;0.006;0.0026;0.45;1716.9597350000001;1979.361831
2016-06-21 19:00:00;0.0;0.0;0.0031;0.001;0.45;1644.484295;1895.810007
2016-06-21 20:00:00;0.0;0.0;0.0086;0.0034;0.45;1547.749925;1784.2917710000002
2016-06-21 21:00:00;0.0;0.0;0.0204;0.0119;0.45;1480.698843;1706.993305
2016-06-21 22:00:00;0.0;0.0;0.0384;0.0259;0.45;1380.649588;1591.653573
2016-06-21 23:00:00;0.0;0.0;0.0594;0.042;0.45;1305.0099400000001;1504.4539550000002
2016-06-22 00:00:00;0.0;0.0;0.0857;0.059000000000000004;0.45;1260.108316;1452.690039
2016-06-22 01:00:00;0.0;0.0;0.1074;0.0743;0.45;1238.712241;1428.0240119999999
2016-06-22 02:00:00;0.0;0.0;0.1144;0.0836;0.45;1247.752836;1438.446277
2016-06-22 03:00:00;0.0111;0.0152;0.0981;0.0793;0.45;1279.997626;1475.619022
2016-06-22 04:00:00;0.0582;0.0698;0.037000000000000005;0.0355;0.45;1345.391266;1551.0067390000002
2016-06-22 05:00:00;0.1348;0.1539;0.0073;0.0075;0.45;1570.803443;1810.8685469999998
2016-06-22 06:00:00;0.2258;0.2588;0.0276;0.0212;0.45;1750.711291;2018.271621
2016-06-22 07:00:00;0.3148;0.3635;0.0396;0.0333;0.45;1799.681182;2074.725556
2016-06-22 08:00:00;0.3817;0.4397;0.0467;0.0404;0.45;1780.394579;2052.491391
2016-06-22 09:00:00;0.4224;0.4814;0.0527;0.0457;0.45;1822.2826710000002;2100.781219
2016-06-22 10:00:00;0.4249;0.5031;0.0551;0.0476;0.45;1883.608043;2171.478916
2016-06-22 11:00:00;0.4209;0.4992;0.0507;0.0439;0.45;1952.7685969999998;2251.209244
2016-06-22 12:00:00;0.4018;0.4666;0.0406;0.0368;0.45;1886.6215739999998;2174.953005
2016-06-22 13:00:00;0.3618;0.4207;0.0303;0.0296;0.45;1873.964741;2160.361834
2016-06-22 14:00:00;0.3013;0.3522;0.0224;0.0234;0.45;1855.1301670000003;2138.648782
2016-06-22 15:00:00;0.2108;0.2548;0.016;0.0171;0.45;1786.120289;2059.092159
2016-06-22 16:00:00;0.1187;0.16;0.0081;0.0104;0.45;1806.762982;2082.8896640000003
2016-06-22 17:00:00;0.069;0.0868;0.0021;0.0056;0.45;1790.4899100000002;2064.129587
2016-06-22 18:00:00;0.0236;0.0289;0.0001;0.0028;0.45;1811.885986;2088.795614
2016-06-22 19:00:00;0.0;0.0001;0.0;0.0014;0.45;1713.64485;1975.540334
2016-06-22 20:00:00;0.0;0.0;0.0;0.0009;0.45;1623.690926;1871.8387969999999
2016-06-22 21:00:00;0.0;0.0;0.0;0.0009;0.45;1564.927056;1804.094075
2016-06-22 22:00:00;0.0;0.0;0.0;0.0017;0.45;1441.52293;1661.830157
2016-06-22 23:00:00;0.0;0.0;0.0;0.0038;0.45;1355.185244;1562.297526
2016-06-23 00:00:00;0.0;0.0;0.0;0.0101;0.45;1304.10588;1503.411729
2016-06-23 01:00:00;0.0;0.0;0.0021;0.0227;0.45;1289.038221;1486.041287
2016-06-23 02:00:00;0.0;0.0;0.0153;0.038;0.45;1303.503174;1502.716911
2016-06-23 03:00:00;0.0184;0.0207;0.0274;0.0428;0.45;1312.393093;1512.965472
2016-06-23 04:00:00;0.0716;0.0789;0.0129;0.0197;0.45;1397.073336;1610.587354
2016-06-23 05:00:00;0.1488;0.1656;0.0017;0.004;0.45;1620.0746880000002;1867.669891
2016-06-23 06:00:00;0.2373;0.2697;0.0274;0.0242;0.45;1811.885986;2088.795614
2016-06-23 07:00:00;0.3233;0.3724;0.0514;0.0549;0.45;1864.7734690000002;2149.765864
2016-06-23 08:00:00;0.3932;0.4575;0.0673;0.0708;0.45;1845.486866;2127.5316989999997
2016-06-23 09:00:00;0.4417;0.5173;0.079;0.0802;0.45;1868.69106;2154.282179
2016-06-23 10:00:00;0.4652;0.5478;0.0846;0.0866;0.45;1893.703374;2183.117112
2016-06-23 11:00:00;0.4653;0.5505;0.0941;0.0955;0.45;1896.415553;2186.243792
2016-06-23 12:00:00;0.4421;0.5255;0.11199999999999999;0.107;0.45;1867.485648;2152.8925440000003
2016-06-23 13:00:00;0.3969;0.4739;0.1254;0.1141;0.45;1883.909396;2171.826325
2016-06-23 14:00:00;0.3297;0.3962;0.1259;0.1124;0.45;1863.266703;2148.02882
2016-06-23 15:00:00;0.2459;0.2981;0.1296;0.1121;0.45;1819.871845;2098.001948
2016-06-23 16:00:00;0.158;0.1935;0.1466;0.1173;0.45;1790.640587;2064.303291
2016-06-23 17:00:00;0.0818;0.1022;0.1479;0.1308;0.45;1791.3939699999999;2065.171813
2016-06-23 18:00:00;0.0268;0.0329;0.2046;0.2017;0.45;1792.750059;2066.735153
2016-06-23 19:00:00;0.0;0.0001;0.3384;0.3163;0.45;1699.3305739999998;1959.038414
2016-06-23 20:00:00;0.0;0.0;0.3971;0.3727;0.45;1539.613389;1774.911732
2016-06-23 21:00:00;0.0;0.0;0.371;0.3615;0.45;1536.147828;1770.9165309999998
2016-06-23 22:00:00;0.0;0.0;0.3276;0.3236;0.45;1466.23389;1690.3176809999998
2016-06-23 23:00:00;0.0;0.0;0.2779;0.2857;0.45;1393.607774;1606.592152
2016-06-24 00:00:00;0.0;0.0;0.2444;0.2541;0.45;1347.9527679999999;1553.959714
2016-06-24 01:00:00;0.0;0.0;0.2357;0.23199999999999998;0.45;1327.762105;1530.683322
2016-06-24 02:00:00;0.0;0.0;0.198;0.2104;0.45;1351.870359;1558.476029
2016-06-24 03:00:00;0.0187;0.021;0.1161;0.1463;0.45;1365.129899;1573.762018
2016-06-24 04:00:00;0.0726;0.0796;0.0316;0.051;0.45;1415.757233;1632.126702
2016-06-24 05:00:00;0.1504;0.1672;0.0076;0.013000000000000001;0.45;1650.210006;1902.410775
2016-06-24 06:00:00;0.2401;0.2726;0.0069;0.0106;0.45;1852.2673120000002;2135.348398
2016-06-24 07:00:00;0.3241;0.3736;0.009000000000000001;0.0128;0.45;1907.2642670000002;2198.7505100000003
2016-06-24 08:00:00;0.3907;0.4552;0.0034;0.0081;0.45;1918.4143350000002;2211.604637
2016-06-24 09:00:00;0.4355;0.5111;0.0014;0.0054;0.45;1921.2771899999998;2214.905021
2016-06-24 10:00:00;0.4586;0.541;0.0006;0.0031;0.45;1920.0717769999999;2213.515385
2016-06-24 11:00:00;0.4589;0.5434;0.0;0.0012;0.45;1945.9881510000002;2243.3925449999997
2016-06-24 12:00:00;0.4365;0.5185;0.0;0.0003;0.45;1922.934632;2216.8157690000003
2016-06-24 13:00:00;0.3915;0.4668;0.0;0.0;0.45;1855.1301670000003;2138.648782
2016-06-24 14:00:00;0.3254;0.3898;0.0;0.0001;0.45;1852.2673120000002;2135.348398
2016-06-24 15:00:00;0.2423;0.2925;0.0;0.0006;0.45;1820.323875;2098.523061
2016-06-24 16:00:00;0.1549;0.1887;0.0;0.0031;0.45;1812.790046;2089.8378399999997
2016-06-24 17:00:00;0.0798;0.0986;0.0009;0.0134;0.45;1770.1485710000002;2040.6794899999998
2016-06-24 18:00:00;0.0257;0.0307;0.0066;0.0569;0.45;1779.339843;2051.2754600000003
2016-06-24 19:00:00;0.0;0.0001;0.0231;0.1075;0.45;1716.8090579999998;1979.188127
2016-06-24 20:00:00;0.0;0.0;0.0367;0.1124;0.45;1577.13186;1818.164132
2016-06-24 21:00:00;0.0;0.0;0.0494;0.0975;0.45;1520.176109;1752.503863
2016-06-24 22:00:00;0.0;0.0;0.0671;0.0856;0.45;1389.84086;1602.249542
2016-06-24 23:00:00;0.0;0.0;0.0796;0.0806;0.45;1326.707369;1529.467391
2016-06-25 00:00:00;0.0;0.0;0.0829;0.0789;0.45;1267.6421460000001;1461.37526
2016-06-25 01:00:00;0.0;0.0;0.069;0.0716;0.45;1237.506828;1426.634376
2016-06-25 02:00:00;0.0;0.0;0.0466;0.0593;0.45;1208.124893;1392.762015
2016-06-25 03:00:00;0.0173;0.0194;0.0317;0.0504;0.45;1189.742349;1371.570076
2016-06-25 04:00:00;0.0714;0.0781;0.0113;0.0279;0.45;1194.714676;1377.302322
2016-06-25 05:00:00;0.1459;0.1578;0.0017;0.0199;0.45;1274.723945;1469.539367
2016-06-25 06:00:00;0.2309;0.2487;0.0023;0.0193;0.45;1400.0868679999999;1614.061442
2016-06-25 07:00:00;0.3033;0.3255;0.0116;0.0238;0.45;1506.765893;1737.04417
2016-06-25 08:00:00;0.3322;0.3622;0.019;0.0313;0.45;1559.653376;1798.01442
2016-06-25 09:00:00;0.3442;0.3762;0.0237;0.0358;0.45;1625.047015;1873.402137
2016-06-25 10:00:00;0.3301;0.3696;0.0301;0.0398;0.45;1694.960953;1954.000986
2016-06-25 11:00:00;0.292;0.3364;0.0381;0.0459;0.45;1670.099316;1925.3397579999998
2016-06-25 12:00:00;0.2107;0.2623;0.0447;0.0543;0.45;1567.789912;1807.3944579999998
2016-06-25 13:00:00;0.1416;0.1924;0.0524;0.062;0.45;1562.214878;1800.967395
2016-06-25 14:00:00;0.1159;0.1462;0.0744;0.0723;0.45;1488.0819960000001;1715.5048219999999
2016-06-25 15:00:00;0.0812;0.1029;0.1059;0.0795;0.45;1460.809533;1684.064322
2016-06-25 16:00:00;0.0552;0.0686;0.1363;0.0716;0.45;1541.270832;1776.822481
2016-06-25 17:00:00;0.0262;0.0338;0.15;0.0636;0.45;1594.459668;1838.1401399999997
2016-06-25 18:00:00;0.0056;0.0072;0.1329;0.0675;0.45;1518.8200199999999;1750.940523
2016-06-25 19:00:00;0.0;0.0;0.124;0.0878;0.45;1453.727733;1675.9002150000001
2016-06-25 20:00:00;0.0;0.0;0.1504;0.1283;0.45;1363.020427;1571.330156
2016-06-25 21:00:00;0.0;0.0;0.2089;0.1799;0.45;1313.146476;1513.8339939999998
2016-06-25 22:00:00;0.0;0.0;0.2399;0.21;0.45;1211.439778;1396.583512
2016-06-25 23:00:00;0.0;0.0;0.2946;0.2328;0.45;1100.993838;1269.258175
2016-06-26 00:00:00;0.0;0.0;0.3241;0.2666;0.45;1094.816098;1262.136294
2016-06-26 01:00:00;0.0;0.0;0.3223;0.2905;0.45;1069.050401;1232.4328380000002
2016-06-26 02:00:00;0.0;0.0;0.3039;0.28300000000000003;0.45;1054.736125;1215.930919
2016-06-26 03:00:00;0.0038;0.0063;0.2911;0.2614;0.45;1081.8579109999998;1247.1977140000001
