timeindex;s_be;s_bb;w_be;w_bb;h_bb;demand-profile-be;demand-profile-bb
2016-02-18 14:00:00;0.0862;0.1262;0.011000000000000001;0.011000000000000001;0.45;1816.5569600000001;2094.180451
2016-02-18 15:00:00;0.02;0.0285;0.003;0.0041;0.45;1756.587678;2025.046093
2016-02-18 16:00:00;0.0;0.0;0.0001;0.0015;0.45;1757.0397079999998;2025.567206
2016-02-18 17:00:00;0.0;0.0;0.0;0.0008;0.45;1838.103713;2119.020182
2016-02-18 18:00:00;0.0;0.0;0.0;0.0031;0.45;1908.319003;2199.966441
2016-02-18 19:00:00;0.0;0.0;0.0;0.0066;0.45;1883.005336;2170.784099
2016-02-18 20:00:00;0.0;0.0;0.0;0.0094;0.45;1780.9972850000001;2053.1862079999996
2016-02-18 21:00:00;0.0;0.0;0.0;0.0107;0.45;1648.100534;1899.978913
2016-02-18 22:00:00;0.0;0.0;0.0;0.0106;0.45;1592.651549;1836.055687
2016-02-18 23:00:00;0.0;0.0;0.0001;0.0102;0.45;1485.972524;1713.0729600000002
2016-02-19 00:00:00;0.0;0.0;0.0001;0.0074;0.45;1404.4564890000001;1619.09887
2016-02-19 01:00:00;0.0;0.0;0.0;0.0032;0.45;1365.4312519999999;1574.109426
2016-02-19 02:00:00;0.0;0.0;0.0;0.0007;0.45;1360.1575710000002;1568.029772
2016-02-19 03:00:00;0.0;0.0;0.0;0.0003;0.45;1386.8273279999999;1598.7754539999999
2016-02-19 04:00:00;0.0;0.0;0.0;0.0003;0.45;1427.057977;1645.154533
2016-02-19 05:00:00;0.0;0.0;0.0;0.0006;0.45;1491.2462039999998;1719.1526149999997
2016-02-19 06:00:00;0.013999999999999999;0.016;0.0;0.001;0.45;1659.853308;1913.527857
2016-02-19 07:00:00;0.0802;0.0944;0.0;0.0008;0.45;1817.6116969999998;2095.396382
2016-02-19 08:00:00;0.1454;0.17600000000000002;0.0;0.0005;0.45;1854.678138;2138.127668
2016-02-19 09:00:00;0.2012;0.2377;0.0;0.0018;0.45;1836.5969469999998;2117.283138
2016-02-19 10:00:00;0.2355;0.2677;0.0006;0.0054;0.45;1856.6369329999998;2140.385826
2016-02-19 11:00:00;0.2343;0.2586;0.0086;0.0132;0.45;1855.7328739999998;2139.343599
2016-02-19 12:00:00;0.2141;0.22699999999999998;0.0209;0.0235;0.45;1827.2549980000001;2106.513464
2016-02-19 13:00:00;0.1787;0.1794;0.0277;0.0281;0.45;1814.5981649999999;2091.922293
2016-02-19 14:00:00;0.1081;0.1064;0.0246;0.0285;0.45;1805.858923;2081.847437
2016-02-19 15:00:00;0.0248;0.0245;0.0226;0.0361;0.45;1775.7236050000001;2047.106554
2016-02-19 16:00:00;0.0;0.0;0.0223;0.0428;0.45;1758.69715;2027.477955
2016-02-19 17:00:00;0.0;0.0;0.0347;0.0532;0.45;1836.144917;2116.762025
2016-02-19 18:00:00;0.0;0.0;0.079;0.0804;0.45;1898.977055;2189.1967670000004
2016-02-19 19:00:00;0.0;0.0;0.1461;0.1238;0.45;1852.2673120000002;2135.348398
2016-02-19 20:00:00;0.0;0.0;0.1773;0.1518;0.45;1750.711291;2018.271621
2016-02-19 21:00:00;0.0;0.0;0.161;0.1518;0.45;1615.55439;1862.4587589999999
2016-02-19 22:00:00;0.0;0.0;0.1314;0.1365;0.45;1551.51684;1788.6343809999998
2016-02-19 23:00:00;0.0;0.0;0.1251;0.1327;0.45;1442.426989;1662.872384
2016-02-20 00:00:00;0.0;0.0;0.1049;0.1335;0.45;1337.857436;1542.321518
2016-02-20 01:00:00;0.0;0.0;0.0949;0.1406;0.45;1284.969953;1481.351268
2016-02-20 02:00:00;0.0;0.0;0.1054;0.1529;0.45;1269.751618;1463.8071220000002
2016-02-20 03:00:00;0.0;0.0;0.1177;0.1576;0.45;1263.875231;1457.032649
2016-02-20 04:00:00;0.0;0.0;0.1683;0.1879;0.45;1234.191943;1422.8128789999998
2016-02-20 05:00:00;0.0;0.0;0.1901;0.22399999999999998;0.45;1223.945935;1411.000979
2016-02-20 06:00:00;0.0047;0.0089;0.2919;0.2911;0.45;1245.191334;1435.4933019999999
2016-02-20 07:00:00;0.0442;0.0626;0.392;0.3601;0.45;1371.608992;1581.231308
2016-02-20 08:00:00;0.0673;0.1076;0.4249;0.4394;0.45;1454.33044;1676.595032
2016-02-20 09:00:00;0.0553;0.0944;0.5174;0.5577;0.45;1612.691535;1859.158375
2016-02-20 10:00:00;0.0505;0.0698;0.613;0.6309;0.45;1666.784431;1921.51826
2016-02-20 11:00:00;0.0349;0.0504;0.7324;0.6549;0.45;1716.055675;1978.3196050000001
2016-02-20 12:00:00;0.0243;0.0318;0.6838;0.6407;0.45;1685.166975;1942.7101989999999
2016-02-20 13:00:00;0.0094;0.0141;0.5974;0.5932;0.45;1622.63619;1870.622866
2016-02-20 14:00:00;0.0021;0.0046;0.534;0.5264;0.45;1577.2825369999998;1818.337837
2016-02-20 15:00:00;0.0;0.0001;0.4921;0.47600000000000003;0.45;1556.0371380000001;1793.845514
2016-02-20 16:00:00;0.0;0.0;0.4106;0.4258;0.45;1561.310818;1799.925169
2016-02-20 17:00:00;0.0;0.0;0.3824;0.3923;0.45;1648.25121;1900.1526170000002
2016-02-20 18:00:00;0.0;0.0;0.3851;0.3855;0.45;1725.3976239999997;1989.0892789999998
2016-02-20 19:00:00;0.0;0.0;0.4053;0.379;0.45;1663.770899;1918.044172
2016-02-20 20:00:00;0.0;0.0;0.3916;0.3804;0.45;1553.023606;1790.3714260000002
2016-02-20 21:00:00;0.0;0.0;0.3894;0.3816;0.45;1442.276313;1662.6986789999999
2016-02-20 22:00:00;0.0;0.0;0.3769;0.3842;0.45;1421.332267;1638.553765
2016-02-20 23:00:00;0.0;0.0;0.3623;0.374;0.45;1294.763932;1492.642055
2016-02-21 00:00:00;0.0;0.0;0.3587;0.3583;0.45;1170.305069;1349.162207
2016-02-21 01:00:00;0.0;0.0;0.3816;0.3854;0.45;1140.320428;1314.595028
2016-02-21 02:00:00;0.0;0.0;0.5198;0.4735;0.45;1108.075638;1277.422282
2016-02-21 03:00:00;0.0;0.0;0.7341;0.5384;0.45;1072.967992;1236.949153
2016-02-21 04:00:00;0.0;0.0;0.7947;0.6095;0.45;1139.115015;1313.205392
2016-02-21 05:00:00;0.0;0.0;0.7694;0.612;0.45;1147.402227;1322.759135
2016-02-21 06:00:00;0.0045;0.004;0.7184;0.5969;0.45;1144.087342;1318.937638
2016-02-21 07:00:00;0.0511;0.0523;0.61;0.5339;0.45;1226.507437;1413.9539539999998
2016-02-21 08:00:00;0.1187;0.1221;0.521;0.4729;0.45;1347.5007380000002;1553.438601
2016-02-21 09:00:00;0.1478;0.1626;0.5144;0.4557;0.45;1419.373471;1636.295608
2016-02-21 10:00:00;0.1452;0.1694;0.4674;0.4326;0.45;1491.3968810000001;1719.3263190000002
2016-02-21 11:00:00;0.1029;0.1171;0.3653;0.3546;0.45;1589.638017;1832.5815989999999
2016-02-21 12:00:00;0.0777;0.0777;0.2047;0.2568;0.45;1511.135514;1742.081598
2016-02-21 13:00:00;0.0495;0.0531;0.1174;0.2116;0.45;1448.303376;1669.646856
2016-02-21 14:00:00;0.0131;0.0186;0.1331;0.2312;0.45;1398.429425;1612.150694
2016-02-21 15:00:00;0.0014;0.0017;0.2201;0.299;0.45;1371.307639;1580.883899
2016-02-21 16:00:00;0.0;0.0;0.4003;0.3906;0.45;1362.41772;1570.635338
2016-02-21 17:00:00;0.0;0.0;0.6679999999999999;0.5002;0.45;1472.86366;1697.9606760000001
2016-02-21 18:00:00;0.0;0.0;0.9331;0.6135;0.45;1606.8151480000001;1852.383902
2016-02-21 19:00:00;0.0;0.0;1.09;0.7093;0.45;1573.214269;1813.6478170000003
2016-02-21 20:00:00;0.0;0.0;1.1713;0.7708;0.45;1493.506353;1721.758181
2016-02-21 21:00:00;0.0;0.0;1.2113;0.8192;0.45;1449.207436;1670.689082
2016-02-21 22:00:00;0.0;0.0;1.2448;0.8846;0.45;1429.167449;1647.586395
2016-02-21 23:00:00;0.0;0.0;1.26;0.9028;0.45;1345.240589;1550.8330349999999
2016-02-22 00:00:00;0.0;0.0;1.2648;0.8978;0.45;1262.669818;1455.643014
2016-02-22 01:00:00;0.0;0.0;1.272;0.8948;0.45;1218.370901;1404.573916
2016-02-22 02:00:00;0.0;0.0;1.2646;0.884;0.45;1231.4797640000002;1419.6862
2016-02-22 03:00:00;0.0;0.0;1.2526;0.8578;0.45;1268.395529;1462.243782
2016-02-22 04:00:00;0.0;0.0;1.2068;0.8095;0.45;1310.886327;1511.228428
2016-02-22 05:00:00;0.0;0.0;1.1307;0.7484;0.45;1429.468803;1647.933804
2016-02-22 06:00:00;0.0014;0.0023;1.0027;0.6932;0.45;1675.6743490000001;1931.7668210000002
2016-02-22 07:00:00;0.0177;0.0214;0.7568;0.6419;0.45;1852.2673120000002;2135.348398
2016-02-22 08:00:00;0.0574;0.0593;0.6254;0.6234;0.45;1883.608043;2171.478916
2016-02-22 09:00:00;0.1074;0.1039;0.5806;0.6;0.45;1902.442616;2193.191969
2016-02-22 10:00:00;0.126;0.11599999999999999;0.426;0.5245;0.45;1974.466026;2276.22268
2016-02-22 11:00:00;0.1404;0.1251;0.311;0.4534;0.45;1977.328881;2279.523064
2016-02-22 12:00:00;0.121;0.1125;0.3037;0.3995;0.45;1899.4290850000002;2189.71788
2016-02-22 13:00:00;0.077;0.0747;0.2861;0.3183;0.45;1902.442616;2193.191969
2016-02-22 14:00:00;0.0436;0.0413;0.2003;0.2075;0.45;1908.620356;2200.31385
2016-02-22 15:00:00;0.0101;0.0092;0.1173;0.1518;0.45;1846.0895719999999;2128.226517
2016-02-22 16:00:00;0.0;0.0;0.1369;0.1715;0.45;1803.5987739999998;2079.241871
2016-02-22 17:00:00;0.0;0.0;0.1827;0.195;0.45;1868.69106;2154.282179
2016-02-22 18:00:00;0.0;0.0;0.22;0.209;0.45;1950.0564190000002;2248.0825640000003
2016-02-22 19:00:00;0.0;0.0;0.2574;0.2277;0.45;1894.004727;2183.464521
2016-02-22 20:00:00;0.0;0.0;0.2669;0.2406;0.45;1754.327529;2022.440527
2016-02-22 21:00:00;0.0;0.0;0.2736;0.2491;0.45;1651.867448;1904.321523
2016-02-22 22:00:00;0.0;0.0;0.2381;0.255;0.45;1615.55439;1862.4587589999999
2016-02-22 23:00:00;0.0;0.0;0.2423;0.2645;0.45;1487.629966;1714.983709
2016-02-23 00:00:00;0.0;0.0;0.2374;0.2571;0.45;1392.703715;1605.549926
2016-02-23 01:00:00;0.0;0.0;0.2334;0.2462;0.45;1359.102835;1566.813841
2016-02-23 02:00:00;0.0;0.0;0.2484;0.2261;0.45;1360.1575710000002;1568.029772
2016-02-23 03:00:00;0.0;0.0;0.2114;0.1998;0.45;1381.252294;1592.34839
2016-02-23 04:00:00;0.0;0.0;0.1959;0.1862;0.45;1410.634229;1626.220752
2016-02-23 05:00:00;0.0;0.0;0.1766;0.1714;0.45;1501.642889;1731.1382190000002
2016-02-23 06:00:00;0.0069;0.0064;0.1826;0.1638;0.45;1684.2629149999998;1941.667973
2016-02-23 07:00:00;0.0472;0.046;0.1826;0.1627;0.45;1820.625228;2098.87047
2016-02-23 08:00:00;0.1001;0.1008;0.1843;0.1607;0.45;1869.7457960000002;2155.49811
2016-02-23 09:00:00;0.2242;0.1962;0.1906;0.1729;0.45;1862.362644;2146.986594
2016-02-23 10:00:00;0.2975;0.2874;0.2273;0.1932;0.45;1823.9401129999999;2102.691967
2016-02-23 11:00:00;0.3259;0.3467;0.2279;0.2004;0.45;1854.527461;2137.9539640000003
2016-02-23 12:00:00;0.2815;0.3315;0.2284;0.2109;0.45;1897.7716420000002;2187.807132
2016-02-23 13:00:00;0.2098;0.2547;0.22699999999999998;0.2155;0.45;1878.1836850000002;2165.225557
2016-02-23 14:00:00;0.1233;0.1505;0.2133;0.2075;0.45;1820.625228;2098.87047
2016-02-23 15:00:00;0.0366;0.0399;0.18899999999999997;0.1864;0.45;1777.531724;2049.191007
2016-02-23 16:00:00;0.0;0.0;0.2354;0.2447;0.45;1756.135648;2024.5249800000001
2016-02-23 17:00:00;0.0;0.0;0.2959;0.3057;0.45;1788.2297620000002;2061.52402
2016-02-23 18:00:00;0.0;0.0;0.3299;0.3267;0.45;1902.593293;2193.3656730000002
2016-02-23 19:00:00;0.0;0.0;0.32799999999999996;0.3141;0.45;1890.0871359999999;2178.948206
2016-02-23 20:00:00;0.0;0.0;0.3134;0.3168;0.45;1799.831859;2074.899261
2016-02-23 21:00:00;0.0;0.0;0.2719;0.3131;0.45;1685.9203579999999;1943.578721
2016-02-23 22:00:00;0.0;0.0;0.2917;0.3045;0.45;1604.2536460000001;1849.4309269999999
2016-02-23 23:00:00;0.0;0.0;0.2836;0.29;0.45;1486.7259060000001;1713.941482
2016-02-24 00:00:00;0.0;0.0;0.304;0.2946;0.45;1421.9349730000001;1639.248583
2016-02-24 01:00:00;0.0;0.0;0.3219;0.2988;0.45;1363.77381;1572.198678
2016-02-24 02:00:00;0.0;0.0;0.3454;0.3127;0.45;1351.870359;1558.476029
2016-02-24 03:00:00;0.0;0.0;0.322;0.3107;0.45;1382.0056769999999;1593.2169119999999
2016-02-24 04:00:00;0.0;0.0;0.3614;0.317;0.45;1444.837815;1665.651654
2016-02-24 05:00:00;0.0;0.0;0.369;0.3264;0.45;1522.1349050000001;1754.76202
2016-02-24 06:00:00;0.006999999999999999;0.0121;0.369;0.314;0.45;1695.714336;1954.8695079999998
2016-02-24 07:00:00;0.051;0.0685;0.34600000000000003;0.3026;0.45;1841.5692739999997;2123.015384
2016-02-24 08:00:00;0.1541;0.1858;0.4083;0.3642;0.45;1845.336189;2127.357994
2016-02-24 09:00:00;0.2464;0.2978;0.4844;0.4287;0.45;1842.171981;2123.7102019999998
2016-02-24 10:00:00;0.2391;0.3068;0.4636;0.4079;0.45;1917.962305;2211.0835230000002
2016-02-24 11:00:00;0.2295;0.2919;0.4288;0.3789;0.45;1926.400194;2220.810971
2016-02-24 12:00:00;0.2055;0.2517;0.3931;0.3526;0.45;1857.691669;2141.601757
2016-02-24 13:00:00;0.1596;0.1902;0.3516;0.3203;0.45;1850.308516;2133.09024
2016-02-24 14:00:00;0.0958;0.1154;0.2453;0.2385;0.45;1811.5846329999997;2088.448205
2016-02-24 15:00:00;0.027000000000000003;0.0336;0.1774;0.1815;0.45;1785.21623;2058.049932
2016-02-24 16:00:00;0.0;0.0;0.2374;0.22;0.45;1788.5311149999998;2061.871429
2016-02-24 17:00:00;0.0;0.0;0.2931;0.2487;0.45;1812.0366629999999;2088.969318
2016-02-24 18:00:00;0.0;0.0;0.2911;0.2535;0.45;1933.4819940000002;2228.975078
2016-02-24 19:00:00;0.0;0.0;0.2733;0.2476;0.45;1908.92171;2200.6612579999996
2016-02-24 20:00:00;0.0;0.0;0.2434;0.23399999999999999;0.45;1786.7229960000002;2059.7869760000003
2016-02-24 21:00:00;0.0;0.0;0.212;0.2179;0.45;1662.41481;1916.480832
2016-02-24 22:00:00;0.0;0.0;0.1851;0.1979;0.45;1616.91048;1864.0220980000001
2016-02-24 23:00:00;0.0;0.0;0.1687;0.1717;0.45;1513.847693;1745.208277
2016-02-25 00:00:00;0.0;0.0;0.1461;0.1388;0.45;1454.481116;1676.7687369999999
2016-02-25 01:00:00;0.0;0.0;0.1136;0.1096;0.45;1414.55182;1630.737066
2016-02-25 02:00:00;0.0;0.0;0.0756;0.0842;0.45;1384.416502;1595.996183
2016-02-25 03:00:00;0.0;0.0;0.0467;0.0677;0.45;1401.2922800000001;1615.4510779999998
2016-02-25 04:00:00;0.0;0.0;0.0384;0.0619;0.45;1444.235108;1664.956837
2016-02-25 05:00:00;0.0;0.0;0.044000000000000004;0.0607;0.45;1517.91596;1749.898296
2016-02-25 06:00:00;0.0112;0.0202;0.0447;0.0542;0.45;1678.3865280000002;1934.8935
2016-02-25 07:00:00;0.0606;0.0849;0.0347;0.0379;0.45;1799.5305059999998;2074.551852
2016-02-25 08:00:00;0.1033;0.1549;0.0396;0.0458;0.45;1835.240857;2115.719799
2016-02-25 09:00:00;0.1612;0.2161;0.0713;0.0756;0.45;1824.0907899999997;2102.865672
2016-02-25 10:00:00;0.221;0.261;0.1094;0.1051;0.45;1825.296203;2104.255307
2016-02-25 11:00:00;0.2829;0.2737;0.1421;0.1238;0.45;1872.156622;2158.277381
2016-02-25 12:00:00;0.2084;0.2252;0.1594;0.1314;0.45;1881.1972170000001;2168.699646
2016-02-25 13:00:00;0.1459;0.1582;0.1554;0.1256;0.45;1845.486866;2127.5316989999997
2016-02-25 14:00:00;0.0746;0.0863;0.11;0.0901;0.45;1853.472725;2136.7380329999996
2016-02-25 15:00:00;0.0215;0.0256;0.0866;0.073;0.45;1823.036054;2101.649741
2016-02-25 16:00:00;0.0;0.0;0.0997;0.1037;0.45;1782.805404;2055.270661
2016-02-25 17:00:00;0.0;0.0;0.1379;0.1491;0.45;1853.1713719999998;2136.3906239999997
2016-02-25 18:00:00;0.0;0.0;0.1891;0.1889;0.45;1951.111155;2249.298495
2016-02-25 19:00:00;0.0;0.0;0.1963;0.1952;0.45;1917.660952;2210.7361149999997
2016-02-25 20:00:00;0.0;0.0;0.1971;0.1925;0.45;1801.489301;2076.810009
2016-02-25 21:00:00;0.0;0.0;0.2173;0.1941;0.45;1688.180506;1946.184288
2016-02-25 22:00:00;0.0;0.0;0.2107;0.1936;0.45;1612.0888289999998;1858.463557
2016-02-25 23:00:00;0.0;0.0;0.1866;0.1817;0.45;1509.628748;1740.3445530000001
2016-02-26 00:00:00;0.0;0.0;0.1873;0.1721;0.45;1423.140386;1640.638218
2016-02-26 01:00:00;0.0;0.0;0.1944;0.1677;0.45;1384.265826;1595.822479
2016-02-26 02:00:00;0.0;0.0;0.2071;0.1708;0.45;1370.102226;1579.494263
2016-02-26 03:00:00;0.0;0.0;0.2129;0.175;0.45;1400.840251;1614.9299640000002
2016-02-26 04:00:00;0.0;0.0;0.1861;0.1695;0.45;1433.3863939999999;1652.4501189999999
2016-02-26 05:00:00;0.0;0.0;0.1514;0.1555;0.45;1516.5598710000002;1748.334957
2016-02-26 06:00:00;0.0117;0.0141;0.111;0.1269;0.45;1674.167584;1930.029777
2016-02-26 07:00:00;0.0546;0.0648;0.0743;0.1006;0.45;1799.982536;2075.072965
2016-02-26 08:00:00;0.1041;0.1224;0.0793;0.1043;0.45;1836.5969469999998;2117.283138
2016-02-26 09:00:00;0.138;0.1768;0.0926;0.1141;0.45;1847.5963379999998;2129.963561
2016-02-26 10:00:00;0.1622;0.2114;0.0936;0.1013;0.45;1852.870018;2136.0432149999997
2016-02-26 11:00:00;0.1555;0.215;0.0867;0.0855;0.45;1902.141263;2192.84456
2016-02-26 12:00:00;0.1454;0.1981;0.071;0.0673;0.45;1908.319003;2199.966441
2016-02-26 13:00:00;0.1419;0.1695;0.0491;0.0464;0.45;1827.405675;2106.6871690000003
2016-02-26 14:00:00;0.1063;0.1189;0.0303;0.0265;0.45;1752.51941;2020.3560739999998
2016-02-26 15:00:00;0.0356;0.0401;0.0187;0.0164;0.45;1738.80784;2004.5489719999998
2016-02-26 16:00:00;0.0;0.0;0.0136;0.0148;0.45;1712.590114;1974.324403
2016-02-26 17:00:00;0.0;0.0;0.0074;0.0133;0.45;1762.3133879999998;2031.646861
2016-02-26 18:00:00;0.0;0.0;0.0041;0.013000000000000001;0.45;1854.678138;2138.127668
2016-02-26 19:00:00;0.0;0.0;0.0036;0.0149;0.45;1834.638151;2115.024981
2016-02-26 20:00:00;0.0;0.0;0.0044;0.0203;0.45;1733.08213;1997.9482039999998
2016-02-26 21:00:00;0.0;0.0;0.0073;0.0271;0.45;1582.85757;1824.7649
2016-02-26 22:00:00;0.0;0.0;0.0106;0.0308;0.45;1527.709939;1761.189084
2016-02-26 23:00:00;0.0;0.0;0.012;0.0298;0.45;1442.125636;1662.524975
2016-02-27 00:00:00;0.0;0.0;0.01;0.0262;0.45;1368.294107;1577.4098099999999
2016-02-27 01:00:00;0.0;0.0;0.0073;0.0237;0.45;1328.515488;1531.5518439999998
2016-02-27 02:00:00;0.0;0.0;0.0084;0.0264;0.45;1312.8451220000002;1513.4865849999999
2016-02-27 03:00:00;0.0;0.0;0.0171;0.0368;0.45;1328.364811;1531.37814
2016-02-27 04:00:00;0.0;0.0;0.0353;0.0525;0.45;1311.63971;1512.09695
2016-02-27 05:00:00;0.0;0.0;0.0613;0.0702;0.45;1288.736868;1485.693878
2016-02-27 06:00:00;0.0397;0.0457;0.0706;0.0697;0.45;1280.901686;1476.661249
2016-02-27 07:00:00;0.1247;0.1461;0.0406;0.037000000000000005;0.45;1370.855609;1580.362785
2016-02-27 08:00:00;0.2109;0.2504;0.0484;0.0468;0.45;1466.68592;1690.838795
2016-02-27 09:00:00;0.2587;0.3089;0.0889;0.078;0.45;1555.735784;1793.4981050000001
2016-02-27 10:00:00;0.2384;0.3066;0.0961;0.0845;0.45;1584.062983;1826.1545350000001
2016-02-27 11:00:00;0.2103;0.2816;0.0989;0.081;0.45;1595.815757;1839.7034800000001
2016-02-27 12:00:00;0.1968;0.2481;0.10099999999999999;0.0761;0.45;1522.737611;1755.4568379999998
2016-02-27 13:00:00;0.152;0.188;0.1001;0.0739;0.45;1487.780643;1715.157413
2016-02-27 14:00:00;0.0915;0.1115;0.0937;0.0709;0.45;1468.4940390000002;1692.923248
2016-02-27 15:00:00;0.0307;0.0362;0.1674;0.1207;0.45;1463.521712;1687.191002
2016-02-27 16:00:00;0.0;0.0;0.2777;0.1951;0.45;1447.8513460000001;1669.125743
2016-02-27 17:00:00;0.0;0.0;0.309;0.2264;0.45;1515.655812;1747.2927300000001
2016-02-27 18:00:00;0.0;0.0;0.2763;0.2106;0.45;1653.8262439999999;1906.579681
2016-02-27 19:00:00;0.0;0.0;0.215;0.1748;0.45;1633.635581;1883.303289
2016-02-27 20:00:00;0.0;0.0;0.1506;0.1359;0.45;1522.586935;1755.283133
2016-02-27 21:00:00;0.0;0.0;0.1027;0.1018;0.45;1418.318735;1635.079677
2016-02-27 22:00:00;0.0;0.0;0.0637;0.07;0.45;1393.306421;1606.2447439999999
2016-02-27 23:00:00;0.0;0.0;0.0369;0.0476;0.45;1308.626178;1508.6228609999998
2016-02-28 00:00:00;0.0;0.0;0.0253;0.0386;0.45;1223.493905;1410.479866
2016-02-28 01:00:00;0.0;0.0;0.028999999999999998;0.0396;0.45;1187.331524;1368.790806
2016-02-28 02:00:00;0.0;0.0;0.0451;0.0482;0.45;1170.455746;1349.335911
2016-02-28 03:00:00;0.0;0.0;0.0581;0.055999999999999994;0.45;1179.496341;1359.758176
2016-02-28 04:00:00;0.0;0.0;0.0631;0.0606;0.45;1172.113188;1351.24666
2016-02-28 05:00:00;0.0;0.0;0.0696;0.0675;0.45;1151.922525;1327.970268
2016-02-28 06:00:00;0.0485;0.0642;0.0597;0.06;0.45;1112.445259;1282.4597099999999
2016-02-28 07:00:00;0.1817;0.207;0.027000000000000003;0.0248;0.45;1173.017248;1352.288886
2016-02-28 08:00:00;0.2866;0.3323;0.0263;0.0249;0.45;1305.311293;1504.8013640000001
2016-02-28 09:00:00;0.3652;0.4239;0.028999999999999998;0.028999999999999998;0.45;1393.306421;1606.2447439999999
2016-02-28 10:00:00;0.4004;0.4608;0.0266;0.0259;0.45;1473.3156900000001;1698.4817890000002
2016-02-28 11:00:00;0.3957;0.4486;0.0306;0.0304;0.45;1532.3809130000002;1766.5739199999998
2016-02-28 12:00:00;0.327;0.3885;0.0519;0.0429;0.45;1450.8648779999999;1672.599831
2016-02-28 13:00:00;0.2458;0.302;0.0759;0.0618;0.45;1368.896814;1578.1046279999998
2016-02-28 14:00:00;0.1354;0.1864;0.0756;0.0737;0.45;1322.036394;1524.0825539999998
2016-02-28 15:00:00;0.0418;0.0592;0.11800000000000001;0.121;0.45;1335.295934;1539.368543
2016-02-28 16:00:00;0.0001;0.0003;0.2477;0.2253;0.45;1331.52902;1535.025933
2016-02-28 17:00:00;0.0;0.0;0.3659;0.3038;0.45;1407.620697;1622.7466630000001
2016-02-28 18:00:00;0.0;0.0;0.349;0.2956;0.45;1551.0648099999999;1788.113268
2016-02-28 19:00:00;0.0;0.0;0.3003;0.2588;0.45;1546.092483;1782.3810219999998
2016-02-28 20:00:00;0.0;0.0;0.2811;0.2423;0.45;1435.1945130000001;1654.534572
2016-02-28 21:00:00;0.0;0.0;0.276;0.2402;0.45;1377.485379;1588.0057800000002
2016-02-28 22:00:00;0.0;0.0;0.2627;0.2307;0.45;1368.59546;1577.7572189999998
2016-02-28 23:00:00;0.0;0.0;0.259;0.2265;0.45;1281.203039;1477.008657
2016-02-29 00:00:00;0.0;0.0;0.2637;0.2175;0.45;1226.055407;1413.432841
2016-02-29 01:00:00;0.0;0.0;0.265;0.2067;0.45;1198.0295609999998;1381.123819
2016-02-29 02:00:00;0.0;0.0;0.2556;0.1927;0.45;1201.4951230000001;1385.1190210000002
2016-02-29 03:00:00;0.0;0.0;0.2426;0.1812;0.45;1225.754054;1413.085432
2016-02-29 04:00:00;0.0;0.0;0.235;0.2114;0.45;1272.162443;1466.586392
2016-02-29 05:00:00;0.0;0.0;0.1943;0.2231;0.45;1381.252294;1592.34839
2016-02-29 06:00:00;0.027000000000000003;0.0286;0.1626;0.1915;0.45;1562.817584;1801.6622129999998
2016-02-29 07:00:00;0.0846;0.09300000000000001;0.124;0.1837;0.45;1737.753104;2003.333041
2016-02-29 08:00:00;0.1835;0.1892;0.2663;0.2697;0.45;1808.119071;2084.453003
2016-02-29 09:00:00;0.2675;0.2728;0.466;0.3598;0.45;1823.488084;2102.170854
2016-02-29 10:00:00;0.256;0.2864;0.4706;0.3721;0.45;1845.336189;2127.357994
2016-02-29 11:00:00;0.2354;0.2746;0.4411;0.3586;0.45;1849.856487;2132.5691269999998
2016-02-29 12:00:00;0.2096;0.2502;0.4328;0.3545;0.45;1815.6529010000002;2093.138224
2016-02-29 13:00:00;0.1595;0.19399999999999998;0.4237;0.3462;0.45;1787.476379;2060.655498
2016-02-29 14:00:00;0.0872;0.1102;0.3357;0.2942;0.45;1772.559396;2043.4587609999999
2016-02-29 15:00:00;0.028999999999999998;0.0364;0.2756;0.2603;0.45;1735.944985;2001.248588
2016-02-29 16:00:00;0.0;0.0003;0.3064;0.2941;0.45;1694.358247;1953.3061690000002
2016-02-29 17:00:00;0.0;0.0;0.2957;0.2881;0.45;1760.203916;2029.2149989999998
2016-02-29 18:00:00;0.0;0.0;0.2501;0.2617;0.45;1877.430302;2164.357035
2016-02-29 19:00:00;0.0;0.0;0.2207;0.2304;0.45;1861.157231;2145.5969579999996
2016-02-29 20:00:00;0.0;0.0;0.1936;0.20800000000000002;0.45;1743.177461;2009.5864
2016-02-29 21:00:00;0.0;0.0;0.1771;0.1957;0.45;1612.0888289999998;1858.463557
2016-02-29 22:00:00;0.0;0.0;0.1749;0.1856;0.45;1538.7093300000001;1773.8695059999998
2016-02-29 23:00:00;0.0;0.0;0.174;0.1725;0.45;1443.933755;1664.609428
2016-03-01 00:00:00;0.0;0.0;0.1669;0.1554;0.45;1370.4035800000001;1579.841672
2016-03-01 01:00:00;0.0;0.0;0.1486;0.1336;0.45;1353.678478;1560.560482
2016-03-01 02:00:00;0.0;0.0;0.1249;0.1201;0.45;1358.349452;1565.945319
2016-03-01 03:00:00;0.0;0.0;0.0971;0.1002;0.45;1343.131117;1548.401173
2016-03-01 04:00:00;0.0;0.0;0.0764;0.0816;0.45;1370.5542560000001;1580.015377
2016-03-01 05:00:00;0.0;0.0;0.0504;0.0653;0.45;1471.507571;1696.397336
2016-03-01 06:00:00;0.0339;0.0346;0.0277;0.0498;0.45;1641.4707640000001;1892.335918
